date,race,rider,rank,team
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Alexander_Maes,5,Cibel_-_Cebon_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Christoffer_Lisson,6,BHS_Almeborg-Bornholm_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Rob_Leemans,7,Pauwels_sauzen_Vastgoedservice_Continental_Team_20
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Alexander_Geuens,8,Pauwels_sauzen_Vastgoedservice_Continental_Team_20
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Harry_Tanfield,9,BIKE_Channel_Canyon_2016
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Arjen_Livyns,10,Pauwels_sauzen_Vastgoedservice_Continental_Team_20
02-06-2017, 2017   »   63rd Trofeo Alcide Degasperi (1.2),Joseph_Areruya,40,Dimension_Data_for_Qhubeka_2017
02-06-2017, 2017   »   63rd Trofeo Alcide Degasperi (1.2),Ismail_Iliasov,43,Synergy_Baku_Cycling_Project_2017
02-06-2017, 2017   »   63rd Trofeo Alcide Degasperi (1.2),Paolo_Prandini,46,Sangemini-MGKvis_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Carlos_Verona,79,ORICA_Scott_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Julien_Bernard,80,Trek_Segafredo_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),nico_Denz,81,AG2R_La_Mondiale_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Marco_Haller,82,Team_Katusha_Alpecin_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Dmitry_Kozonchuk,83,Gazprom_RusVelo_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Frederik_Veuchelen,84,Wanty_Groupe_Gobert_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Thery_Schir,85,Team_Vorarlberg_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Manuel_Bosch,86,Team_Vorarlberg_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Mitchell_Docker,87,ORICA_Scott_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Jonathan_Fumeaux,88,Team_Roth_Akros_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Lukas_Ruegg,89,Switzerland_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Sam_Bewley,90,ORICA_Scott_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Michael_Cools,12,Tarteletto_Isorex_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Steffen_Christiansen,13,BHS_Almeborg-Bornholm_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Maxime_Vekeman,16,T.Palm_-_Pole_Continental_Wallon_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Jordi_Van_Dingenen,18,Pauwels_sauzen_Vastgoedservice_Continental_Team_20
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Lionel_Taminaux,19,AGO_Aqua_Service_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Kenny_Bel_Molly,21,AGO_Aqua_Service_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Laurent_Pieters,22,Tarteletto_Isorex_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Gabriel_Reguero,27,Team_Differdange_-_Losch_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Wayne_Stijns,29,Team_Differdange_-_Losch_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Seppe_Verschuere,30,Cibel_-_Cebon_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Andy_Leigh,32,Tarteletto_Isorex_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Nick_Dougall,91,Dimension_Data_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),nicola_Bagioli,92,Nippo_Vini_Fantini_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Tom_Bohli,93,BMC_Racing_Team_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Luca_Pacioni,94,Androni_Giocattoli_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Simone_Consonni,95,UAE_Team_Emirates_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Andrei_Solomennikov,96,Gazprom_RusVelo_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Artur_Ershov,97,Gazprom_RusVelo_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),niels_Knipp,98,Switzerland_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Sondre_Holst_Enger,99,AG2R_La_Mondiale_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Kiel_Reijnen,100,Trek_Segafredo_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Gediminas_Bagdonas,101,AG2R_La_Mondiale_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Damian_Luscher,102,Team_Roth_Akros_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Ole_Andre_Austevoll,36,Team_Coop_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Alexander_Salby,38,BHS_Almeborg-Bornholm_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Wim_Reynaerts,39,Cibel_-_Cebon_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Brent_Van_De_Kerkhove,46,Pauwels_sauzen_Vastgoedservice_Continental_Team_20
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Jake_Womersley,52,BIKE_Channel_Canyon_2016
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Abram_Bel_Stockman,55,Tarteletto_Isorex_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Gustav_Hoog,60,Team_Coop_2017
11-06-2017, 2017   »   Tour de Slovaquie  (2.1),nbcoureurs,120,all
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Jaco_Venter,103,Dimension_Data_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Gian_Friesecke,104,Team_Vorarlberg_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Lukas_Spengler,105,Switzerland_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Sergey_nikolaev,106,Gazprom_RusVelo_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Timo_Guller,107,Switzerland_2017
08-06-2017, 2017   »   54th GP du canton d'Argovie  (1.HC),Lukas_Jaun,108,Team_Roth_Akros_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Joakim_Kjemhus,61,Team_Coop_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Arthur_Baude,62,AGO_Aqua_Service_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Guillaume_Delvaux,65,T.Palm_-_Pole_Continental_Wallon_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Gosse_van_der_Meer,66,Tarteletto_Isorex_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Anthony_Debuy,68,AGO_Aqua_Service_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Jan_Reynaerts,72,Cibel_-_Cebon_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Sam_Lowe,82,BIKE_Channel_Canyon_2016
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Balazs_Rozsa,83,Team_Differdange_-_Losch_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Jelle_Schuermans,88,Pauwels_sauzen_Vastgoedservice_Continental_Team_20
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Tom_Galle,91,T.Palm_-_Pole_Continental_Wallon_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Emil_Touda ,99,BHS_Almeborg-Bornholm_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Merlijn_Decoster,101,T.Palm_-_Pole_Continental_Wallon_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Mathias_Bregnhoj,103,BHS_Almeborg-Bornholm_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Antoine_Loy,104,AGO_Aqua_Service_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Martin_Palm,106,AGO_Aqua_Service_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Joseph_Fry,107,BIKE_Channel_Canyon_2016
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Auxence_Buntinx,108,T.Palm_-_Pole_Continental_Wallon_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Michiel_Bel_Stockman,113,Tarteletto_Isorex_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Mads_Olander_Hjort,115,BHS_Almeborg-Bornholm_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Alexander_Cools,125,Cibel_-_Cebon_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Franklin_Six,127,AGO_Aqua_Service_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Soren_Malling_Siggard,129,BHS_Almeborg-Bornholm_2017
04-06-2017, 2017   »   Memorial Philippe Van Coningsloo  (1.2),Bastien_Kroonen,130,T.Palm_-_Pole_Continental_Wallon_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),nbcoureurs,63,all
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),nicola_Gaffurini,1,Sangemini-MGKvis_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Amanuel_Gebrezgabihier,2,Dimension_Data_for_Qhubeka_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Matvey_nikitin,6,Astana_City_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Michele_Gazzarra,7,Sangemini-MGKvis_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Paolo_Toto,9,Sangemini-MGKvis_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),German_nicolas_Tivani_Perez,11,Unieuro_Trevigiani_Hemus_1896_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),nickolas_Dlamini,13,Dimension_Data_for_Qhubeka_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),nurbolat_Kulimbetov,14,Astana_City_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Josip_Rumac,18,Synergy_Baku_Cycling_Project_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Wilmar_Paredes,23,Manzana_Postobon_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Zahiri_Abderrahim,31,Unieuro_Trevigiani_Hemus_1896_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Ziga_Groselj,32,Adria_Mobil_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Vasyl_Malynivskyi,35,Kolss_Cycling_Team_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),niccolo_Salvietti,36,Sangemini-MGKvis_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Kent_Main,40,Dimension_Data_for_Qhubeka_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Radoslav_Rogina,41,Adria_Mobil_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Cristian_Munoz,43,Coldeportes_-_Claro_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Francesco_Manuel_Bongiorno,48,Sangemini-MGKvis_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Sergio_Vega,50,Unieuro_Trevigiani_Hemus_1896_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Vladimir_Tsoy,53,Astana_City_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Joseph_Areruya,54,Dimension_Data_for_Qhubeka_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Francesco_Canepa,55,GM_Europa_Ovini_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Metkel_Eyob,57,Dimension_Data_for_Qhubeka_2017
11-06-2017, 2017   »   8th Oberösterreichrundfahrt (2.2),nbcoureurs,75,all
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Simone_Bernardini,60,Sangemini-MGKvis_2017
04-06-2017, 2017   »   46th Coppa della Pace -Trofeo F.lli Anelli  (1.2),Llibert_Sendros,61,Kolss_Cycling_Team_2017
04-06-2017, 2017   »   GP Beiras e Serra da Estrela (2.1),nbcoureurs,89,all
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),nbcoureurs,50,all
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Jasper_De_Buyst,1,Lotto_Soudal_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Kenny_Dehaes,2,Wanty_Groupe_Gobert_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Joeri_Stallaert,3,Cibel_-_Cebon_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Corne_Van_Kessel,4,Telenet_Fidea_Lions_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Lawrence_naesen,5,WB_Veranclassic_Aqua_Protect_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Liam_Bertazzo,6,Wilier_Triestina_Selle_Italia_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Wietse_Bosmans,7,Era_Circus_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Lars_van_der_Haar,8,Telenet_Fidea_Lions_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),August_Jensen,9,Team_Coop_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Laurens_Sweeck,10,Era_Circus_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Wout_Van_Aert,11,Verandas_Willems_Crelan_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Mark_Mcnally,12,Wanty_Groupe_Gobert_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Nikolas_Maes,13,Lotto_Soudal_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Quinten_Hermans,14,Telenet_Fidea_Lions_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Jimmy_Janssens,15,Cibel_-_Cebon_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Jacopo_Mosca,16,Wilier_Triestina_Selle_Italia_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Remy_Mertz,17,Lotto_Soudal_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Dries_Van_Gestel,18,Sport_Vlaanderen_Baloise_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Michael_Boros,19,Pauwels_sauzen_Vastgoedservice_Continental_Team_20
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Tim_Merlier,20,Verandas_Willems_Crelan_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Braam_Merlier,21,Era_Circus_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Enzo_Wouters,22,Lotto_Soudal_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Jelle_Mannaerts,23,Tarteletto_Isorex_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Ludwig_De_Winter,24,WB_Veranclassic_Aqua_Protect_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Matteo_Draperi,25,Wilier_Triestina_Selle_Italia_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Max_Emil_Korner,26,T.Palm_-_Pole_Continental_Wallon_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Eli_Iserbyt,27,Marlux_Napoleon_Games_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Jimmy_Duquennoy,28,WB_Veranclassic_Aqua_Protect_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Julien_Stassen,29,WB_Veranclassic_Aqua_Protect_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Maximilien_Picoux,30,T.Palm_-_Pole_Continental_Wallon_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Stef_Krul,31,Metec_-_TKH_Continental_Cyclingteam_pb_Mantel_201
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),David_Boucher,32,Pauwels_sauzen_Vastgoedservice_Continental_Team_20
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Timothy_Stevens,33,Pauwels_sauzen_Vastgoedservice_Continental_Team_20
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Gianni_Marchand,34,Cibel_-_Cebon_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Alberto_Cecchin,35,Wilier_Triestina_Selle_Italia_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Alex_Turrin,36,Wilier_Triestina_Selle_Italia_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Dennis_Coenen,37,Cibel_-_Cebon_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Thomas_Deruette,38,WB_Veranclassic_Aqua_Protect_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Michael_Goolaerts,39,Verandas_Willems_Crelan_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Diether_Sweeck,40,Era_Circus_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Gustav_Hoog,41,Team_Coop_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Rob_Ruijgh,42,Tarteletto_Isorex_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Kevin_Verwaest,43,Tarteletto_Isorex_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Kenny_de_Ketele,44,Sport_Vlaanderen_Baloise_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Kevyn_Ista,45,WB_Veranclassic_Aqua_Protect_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Jim_Aernouts,46,Telenet_Fidea_Lions_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Robin_Stenuit,47,Wanty_Groupe_Gobert_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Kobe_Goossens,48,Marlux_Napoleon_Games_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Thijs_Aerts,49,Telenet_Fidea_Lions_2017
03-06-2017, 2017   »   Carrefour Market Heistse Pijl  (1.1),Kris_Boeckmans,50,Lotto_Soudal_2017
04-06-2017, 2017   »   Boucles de la Mayenne  (2.1),nbcoureurs,108,all
04-06-2017, 2017   »   Szlakiem Walk Majora Hubala  (2.1),nbcoureurs,71,all
04-06-2017, 2017   »   Tour of Bihor - Bellotto (2.2),nbcoureurs,133,all
04-06-2017, 2017   »   Skoda-Tour de Luxembourg  (2.HC),nbcoureurs,92,all
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),nbcoureurs,91,all
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Nils_Eekhoff,1,Development_Team_Sunweb_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),nathan_Van_Hooydonck,5,BMC_Racing_Team_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Lucas_Eriksson,12,SEG_Racing_Academy_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Adriaan_Janssen,14,SEG_Racing_Academy_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Julius_Van_Den_Berg,21,SEG_Racing_Academy_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),nbcoureurs,72,all
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Max_Kanter,22,Development_Team_Sunweb_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Fabio_Jakobsen,23,SEG_Racing_Academy_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Franklin_Six,25,AGO_Aqua_Service_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Thomas_Edeman,30,Team_Giant_Castelli_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Lionel_Taminaux,33,AGO_Aqua_Service_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Erik_Nordsaeter_Resell,35,UnoX_Hydrogen_Development_Team_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Martin_Palm,41,AGO_Aqua_Service_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Oleksandr_Prevar,1,Kolss_Cycling_Team_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Yegor_Dementyev,2,ISD-Jorbi_Continental_Team_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Sergiy_Lagkuti,3,Kolss_Cycling_Team_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Yevgeniy_Gidich,4,Vino_Astana_Motors_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Vitaliy_Buts,5,Kolss_Cycling_Team_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Sylwester_Janiszewski,6,Wibatech_7r_Fuji__2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Samir_Jabrayilov,8,Synergy_Baku_Cycling_Project_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Rinat_Udod,9,ISD-Jorbi_Continental_Team_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Szymon_Tracz,13,Wibatech_7r_Fuji__2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Oleksandr_Polivoda,15,Kolss_Cycling_Team_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Rasmus_Byriel,42,Team_Giant_Castelli_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Joris_nieuwenhuis,43,Development_Team_Sunweb_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Gabriel_Cullaigh,46,SEG_Racing_Academy_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Corentin_Ermenault,49,Team_Wiggins__2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Lars_Saugstad,50,UnoX_Hydrogen_Development_Team_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Dylan_Kerfoot-Robson,52,Team_Wiggins__2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Mathias_norsgaard,58,Team_Giant_Castelli_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Jarno_Mobach,61,Development_Team_Sunweb_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Nikita_Sokolov,16,Vino_Astana_Motors_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Elgun_Alizada,17,Synergy_Baku_Cycling_Project_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Elcin_Asadov,19,Synergy_Baku_Cycling_Project_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Kanstantsin_Klimiankou,22,Minsk_Cycling_Club_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Andriy_Vasylyuk,25,Kolss_Cycling_Team_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Volodymyr_Gomeniuk,27,Yunnan_Lvshan_Landscape_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Yauhen_Sobal,31,Minsk_Cycling_Club_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Wojciech_Sykala,32,Wibatech_7r_Fuji__2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Oleksiy_Kasyanov,33,Yunnan_Lvshan_Landscape_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Stepan_Astafyev,34,Vino_Astana_Motors_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Artem_Tesler,39,Yunnan_Lvshan_Landscape_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Marius_Therkildsen,64,Team_Giant_Castelli_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Pierre_Goebeert,73,AGO_Aqua_Service_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Antoine_Loy,75,AGO_Aqua_Service_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Marten_Kooistra,77,SEG_Racing_Academy_2017
28-05-2017, 2017   »   Paris-Roubaix Espoirs  (1.2U),Hans_Kristian_Rudland,78,UnoX_Hydrogen_Development_Team_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Anatoliy_Budyak,41,ISD-Jorbi_Continental_Team_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Adrian_Honkisz,46,Wibatech_7r_Fuji__2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Jacek_Morajko,47,Wibatech_7r_Fuji__2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Musa_Mikayilzade,48,Synergy_Baku_Cycling_Project_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Yuri_Metlushenko,51,Hainan_Jilun_Cycling_Team_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Vitaliy_Popkov,53,Yunnan_Lvshan_Landscape_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Ismail_Iliasov,58,Synergy_Baku_Cycling_Project_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Taras_Voropayev,59,Vino_Astana_Motors_2017
28-05-2017, 2017   »   Horizon Park Classic  (1.2),Alexandr_Ovsyannikov,60,Vino_Astana_Motors_2017
