date,race,rider,rank,team
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Victor_Campenaerts,33,Team_LottoNL_Jumbo_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Jurgen_Roelandts,34,Lotto_Soudal_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Iljo_Keisse,35,Quick_Step_Floors_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),nicolas_Cleppe,36,Telenet_Fidea_Lions_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Robin_Stenuit,37,Wanty_Groupe_Gobert_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Eliot_Lietaer,38,Sport_Vlaanderen_Baloise_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Julien_Vermote,39,Quick_Step_Floors_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Philippe_Gilbert,40,Quick_Step_Floors_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Jarl_Salomein,41,Sport_Vlaanderen_Baloise_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Gerco_Pastoor,15,Delta_Cycling_Rotterdam_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Yannick_Detant,20,Monkey_Town_Continental_Team_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Jarno_Mobach,23,Development_Team_Sunweb_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Bas_Tietema,24,An_Post_Chain_Reaction_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Marco_Doets,25,Baby_Dump_Cyclingteam_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Marten_Kooistra,26,SEG_Racing_Academy_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Van_Den_Dool,41,Delta_Cycling_Rotterdam_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Lars_Van,51,Metec_-_TKH_Continental_Cyclingteam_pb_Mantel_201
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Laurens_De_Plus,42,Quick_Step_Floors_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Serge_Pauwels,43,Dimension_Data_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Maxime_Vantomme,44,WB_Veranclassic_Aqua_Protect_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Olivier_Pardini,45,WB_Veranclassic_Aqua_Protect_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Jim_Aernouts,46,Telenet_Fidea_Lions_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Piet_Allegaert,47,Sport_Vlaanderen_Baloise_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Floris_De_Tier,48,Team_LottoNL_Jumbo_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Pieter_Serry,49,Quick_Step_Floors_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Jimmy_Janssens,50,Cibel_-_Cebon_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Brecht_Ruyters,51,Cibel_-_Cebon_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Toon_Aerts,52,Telenet_Fidea_Lions_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Jan_Bakelants,53,AG2R_La_Mondiale_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Kevyn_Ista,54,WB_Veranclassic_Aqua_Protect_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Adriaan_Janssen,58,SEG_Racing_Academy_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Patrick_Van_Der_Duin,59,Baby_Dump_Cyclingteam_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Gosse_van_der_Meer,64,Tarteletto_Isorex_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Rens_Tulner,65,Delta_Cycling_Rotterdam_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Jordi_Van_Loon,72,Destil_Piels_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Sieben_Wouters,74,Pauwels_sauzen_Vastgoedservice_Continental_Team_20
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Ide_Schelling,76,SEG_Racing_Academy_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Chiel_Breukelman,79,Destil_Piels_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Emiel_Vermeulen,55,Roubaix_Lille_Metropole_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Sean_De_Bie,56,Lotto_Soudal_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Dimitri_Claeys,57,"Cofidis,_Solutions_Credits_2017"
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Dylan_Teuns,58,BMC_Racing_Team_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Tiesj_Benoot,59,Lotto_Soudal_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Wout_Van_Aert,60,Verandas_Willems_Crelan_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Maarten_Wynants,61,Team_LottoNL_Jumbo_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Greg_Van_Avermaet,62,BMC_Racing_Team_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Laurens_Sweeck,63,Era_Circus_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Pieter_Vanspeybrouck,64,Wanty_Groupe_Gobert_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Jerome_Baugnies,65,Wanty_Groupe_Gobert_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Dries_Devenyns,66,Quick_Step_Floors_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Lawrence_naesen,67,WB_Veranclassic_Aqua_Protect_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Baptiste_Planckaert,68,Team_Katusha_Alpecin_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Stefan_Kreder,80,Metec_-_TKH_Continental_Cyclingteam_pb_Mantel_201
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Mel_Van_Der,81,Monkey_Town_Continental_Team_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Abe_Celi,86,Baby_Dump_Cyclingteam_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Gijs_Meijer,87,Monkey_Town_Continental_Team_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Rob_Van_Broekhoven,99,Destil_Piels_2017
24-06-2017, 2017   »   National Championships Netherlands U23 - Road Race  (NC),Lars_Olde_Meierink,101,Destil_Piels_2017
24-06-2017, 2017   »   National Championships Croatia U23 - ITT (NC),nbcoureurs,7,all
24-06-2017, 2017   »   National Championships Croatia U23 - ITT (NC),David_Jabuka,1,Meridiana_Kamen_Team_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Kris_Boeckmans,69,Lotto_Soudal_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Tosh_Van_Der_Sande,70,Lotto_Soudal_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Gregory_Habeaux,71,WB_Veranclassic_Aqua_Protect_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Sebastien_Delfosse,72,WB_Veranclassic_Aqua_Protect_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Dimitri_Peyskens,73,WB_Veranclassic_Aqua_Protect_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Ludwig_De_Winter,74,WB_Veranclassic_Aqua_Protect_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Stijn_Devolder,75,Verandas_Willems_Crelan_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Jelle_Wallays,76,Lotto_Soudal_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Michiel_Dieleman,77,Cibel_-_Cebon_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Kenneth_Van_Bilsen,78,"Cofidis,_Solutions_Credits_2017"
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Michael_Goolaerts,79,Verandas_Willems_Crelan_2017
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Stijn_Steels,80,Sport_Vlaanderen_Baloise_2017
24-06-2017, 2017   »   National Championships Moldova U23 - ITT (NC),nbcoureurs,3,all
23-06-2017, 2017   »   National Championships Spain U23 - ITT (NC),nbcoureurs,33,all
25-06-2017, 2017   »   National Championships Belgium - Road Race (NC),Tom_Van_Asbroeck,81,Cannondale_Drapac_Pro_Cycling_Team_2017
24-06-2017, 2017   »   National Championships Croatia - ITT (NC),nbcoureurs,6,all
24-06-2017, 2017   »   National Championships Croatia - ITT (NC),Matija_Kvasina,1,Team_Felbermayr_-_Simplon_Wels__2017
24-06-2017, 2017   »   National Championships Moldova - ITT (NC),nbcoureurs,3,all
24-06-2017, 2017   »   National Championships Moldova - ITT (NC),Maxim_Rusnac,2,Team_Differdange_-_Losch_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),nbcoureurs,71,all
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Patrick_Haller,1,Rad-Net_Rose_Team_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Julian_Braun,2,Team_Lotto_Kern_Haus_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Manuel_Porzner,3,Team_Heizomat__2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Laurin_Winter,4,Team_Heizomat__2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Leon_Rohde,5,Development_Team_Sunweb_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Joshua_Stritzinger,6,Team_Lotto_Kern_Haus_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Jonas_Rutsch,7,Team_Lotto_Kern_Haus_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Robert_Kessler,9,LKT_Team_Brandenburg_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Felix_Gros,10,Rad-Net_Rose_Team_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Richard_Banusch,11,LKT_Team_Brandenburg_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Florian_Stork,12,Development_Team_Sunweb_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Jasper_Frahm,13,Rad-Net_Rose_Team_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Johannes_Schinnagel,14,Team_Felbermayr_-_Simplon_Wels__2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Luca_Henn,16,Team_Lotto_Kern_Haus_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Max_Kanter,17,Development_Team_Sunweb_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Konrad_Gesner,20,Rad-Net_Rose_Team_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Felix_Intra,22,Team_Sauerland_NRW_pb_Henley_Partners_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Moritz_Fusnegger,23,0711_cycling_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Moritz_Malcharek,24,LKT_Team_Brandenburg_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Tobias_Nolde,27,Rad-Net_Rose_Team_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Pascal_Treubel,28,Team_Heizomat__2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Carlos_Ambrosius,29,LKT_Team_Brandenburg_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Frederik_Hahnel,31,LKT_Team_Brandenburg_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Joann_Leinau,34,Team_Sauerland_NRW_pb_Henley_Partners_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Christian_Koch,35,LKT_Team_Brandenburg_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Malte_Jurss,37,LKT_Team_Brandenburg_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Martin_Salmon,38,Development_Team_Sunweb_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Viktor_Muller,39,Team_Sauerland_NRW_pb_Henley_Partners_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Dorian_Lubbers,40,Team_Heizomat__2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Julius_Domnick,43,Team_Sauerland_NRW_pb_Henley_Partners_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Johannes_Adamietz,46,Team_Heizomat__2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Matthias_Mangertseder,49,Team_Felbermayr_-_Simplon_Wels__2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Philip_Weber,58,LKT_Team_Brandenburg_2017
23-06-2017, 2017   »   National Championships Germany U23 - ITT (NC),Jonas_Hartig,61,Team_Sauerland_NRW_pb_Henley_Partners_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),nbcoureurs,38,all
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Jonathan_Castroviejo,1,Movistar_Team_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Mikel_Landa,2,Team_Sky_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Jesus_Herrada_Lopez,3,Movistar_Team_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Marc_Soler,4,Movistar_Team_2017
23-06-2017, 2017   »   National Championships Ukraine U23 - Road Race (NC),nbcoureurs,3,all
23-06-2017, 2017   »   National Championships Ukraine U23 - Road Race (NC),Vladyslav_Soltasiuk,1,Kolss_Cycling_Team_2017
23-06-2017, 2017   »   National Championships Ukraine U23 - Road Race (NC),Anatoliy_Budyak,2,ISD-Jorbi_Continental_Team_2017
23-06-2017, 2017   »   National Championships Slovakia - ITT (NC),nbcoureurs,40,all
23-06-2017, 2017   »   National Championships Slovakia - ITT (NC),Marek_Canecky,1,Amplatz_-_BMC_2017
23-06-2017, 2017   »   National Championships Slovakia - ITT (NC),Patrik_Tybor,2,Dukla_Banska_Bystrica_2017
23-06-2017, 2017   »   National Championships Slovakia - ITT (NC),Juraj_Bellan,4,Dukla_Banska_Bystrica_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Imanol_Erviti,5,Movistar_Team_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Victor_De_La_Parte,6,Movistar_Team_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Ion_Izagirre,7,Bahrain_Merida_Pro_Cycling_Team_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Hector_Carretero,8,Movistar_Team_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Hector_Saez,9,Caja_Rural_Seguros_RGA_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Lluis_Guillermo_Mas,10,Caja_Rural_Seguros_RGA_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Benat_Txoperena,11,Euskadi_Basque_Country_-_Murias__2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Jorge_Arcas,12,Movistar_Team_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Jon_Ander_Insausti,13,Bahrain_Merida_Pro_Cycling_Team_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Eloy_Teruel,14,Team_Sapura_Cycling_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Aitor_Gonzalez_Prieto,15,Euskadi_Basque_Country_-_Murias__2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Igor_Merino,16,Burgos-BH__2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Oscar_Pujol_Munoz,19,Team_UKYO_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Diego_Rubio,20,Caja_Rural_Seguros_RGA_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Aritz_Bagues,22,Euskadi_Basque_Country_-_Murias__2017
23-06-2017, 2017   »   National Championships Slovakia - ITT (NC),Jan_Andrej_Cully,5,Dukla_Banska_Bystrica_2017
23-06-2017, 2017   »   National Championships Slovakia - ITT (NC),Martin_Haring,6,Dukla_Banska_Bystrica_2017
23-06-2017, 2017   »   National Championships Slovakia - ITT (NC),Samuel_Oros,10,Dukla_Banska_Bystrica_2017
23-06-2017, 2017   »   National Championships Slovakia - ITT (NC),Martin_Mahdar,13,Dukla_Banska_Bystrica_2017
23-06-2017, 2017   »   National Championships Slovakia - ITT (NC),Adrian_Foltan,17,Dukla_Banska_Bystrica_2017
23-06-2017, 2017   »   National Championships Slovakia - ITT (NC),Jozef_Palcak,19,Dukla_Banska_Bystrica_2017
23-06-2017, 2017   »   National Championships Slovakia - ITT (NC),Robert_Malik,21,CK_Pribram_Fany_Gastro_2017
23-06-2017, 2017   »   National Championships Slovakia - ITT (NC),Lubos_Malovec,22,Dukla_Banska_Bystrica_2017
23-06-2017, 2017   »   National Championships Portugal U23 - ITT (NC),nbcoureurs,18,all
23-06-2017, 2017   »   National Championships Portugal U23 - ITT (NC),Joao_Almeida,3,Unieuro_Trevigiani_Hemus_1896_2017
23-06-2017, 2017   »   National Championships Portugal U23 - ITT (NC),Daniel_Silva,13,Funvic_Brasil_Pro_Cycling_Team_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Marcos_Jurado,26,Burgos-BH__2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Mario_Gonzalez_Salas,27,Sporting_Clube_de_Portugal_Tavira_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Jacobo_Ucha,28,W52_FC_Porto_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Julio_Pintado,30,Massi_-_Kuwait_Cycling_Project_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Samuel_Blanco,32,LA_Aluminios_Metalusa_2017
23-06-2017, 2017   »   National Championships Spain - ITT (NC),Oscar_Sanchez,34,Dare_Viator_Partizan-2017
23-06-2017, 2017   »   National Championships Slovakia - ITT (NC),Martin_Vlcak,27,Dukla_Banska_Bystrica_2017
23-06-2017, 2017   »   National Championships Slovakia - ITT (NC),Kristian_Zimany,30,Dukla_Banska_Bystrica_2017
23-06-2017, 2017   »   National Championships Romania - Road Race (NC),nbcoureurs,11,all
23-06-2017, 2017   »   National Championships Romania - Road Race (NC),Eduard_Michael_Grosu,5,Nippo_Vini_Fantini_2017
23-06-2017, 2017   »   National Championships Romania - Road Race (NC),Daniel_Crista,6,Christina_Jewelry_Kuma_pb_Officine_Mattio_2017
23-06-2017, 2017   »   National Championships Romania - Road Race (NC),Peter_Laszlo,8,Tusnad_Cycling_Team_2017
23-06-2017, 2017   »   National Championships Romania - Road Race (NC),Csaba_Bartha,9,Tusnad_Cycling_Team_2017
23-06-2017, 2017   »   National Championships Portugal - ITT (NC),nbcoureurs,12,all
23-06-2017, 2017   »   National Championships Portugal - ITT (NC),Domingos_Goncalves,1,Radio_Popular_Boavista_2017
23-06-2017, 2017   »   National Championships Portugal - ITT (NC),Rafael_Reis,2,Caja_Rural_Seguros_RGA_2017
23-06-2017, 2017   »   National Championships Portugal - ITT (NC),Sergio_Paulinho,3,Efapel_2017
23-06-2017, 2017   »   National Championships Portugal - ITT (NC),Jose_Mendes,4,Bora_Hansgrohe_2017
23-06-2017, 2017   »   National Championships Portugal - ITT (NC),Ricardo_Vilela,5,Manzana_Postobon_2017
23-06-2017, 2017   »   National Championships Portugal - ITT (NC),Joao_Rodrigues,6,W52_FC_Porto_2017
23-06-2017, 2017   »   National Championships Portugal - ITT (NC),Antonio_Barbio,7,Efapel_2017
23-06-2017, 2017   »   National Championships Portugal - ITT (NC),Joao_Matias,8,LA_Aluminios_Metalusa_2017
23-06-2017, 2017   »   National Championships Portugal - ITT (NC),Fabio_Silvestre,10,Sporting_Clube_de_Portugal_Tavira_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),nbcoureurs,54,all
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Ilnur_Zakarin,1,Team_Katusha_Alpecin_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Maxim_Belkov,2,Team_Katusha_Alpecin_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Anton_Vorobyev,3,Gazprom_RusVelo_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Sergey_Shilov,4,Lokosphinx_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Artem_Ovechkin,5,Gazprom_RusVelo_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Dmitry_Strakhov,6,Lokosphinx_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Artem_nych,8,Gazprom_RusVelo_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Egor_Silin,11,Radio_Popular_Boavista_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Ivan_Savitskiy,12,Gazprom_RusVelo_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Artur_Ershov,13,Gazprom_RusVelo_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Vitaliy_Popkov,15,Yunnan_Lvshan_Landscape_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Dmitry_Kozonchuk,16,Gazprom_RusVelo_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Pavel_Brutt,17,Gazprom_RusVelo_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Alexander_Porsev,19,Gazprom_RusVelo_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),nikolay_Trusov,20,Gazprom_RusVelo_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Sergey_nikolaev,21,Gazprom_RusVelo_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Alexey_Tsatevich,23,Gazprom_RusVelo_2017
23-06-2017, 2017   »   National Championships Russia - ITT (NC),Vitalii_Ivshin,29,Lokosphinx_2017
23-06-2017, 2017   »   National Championships Hungary - ITT (NC),nbcoureurs,13,all
23-06-2017, 2017   »   National Championships Hungary - ITT (NC),Janos_Pelikan,1,Amplatz_-_BMC_2017
23-06-2017, 2017   »   National Championships Hungary - ITT (NC),Zsolt_Der,3,Team_Vorarlberg_2017
23-06-2017, 2017   »   National Championships Lithuania U23 - ITT (NC),nbcoureurs,8,all
23-06-2017, 2017   »   National Championships Lithuania U23 - ITT (NC),Venantas_Lasinis,1,Staki_Technorama_2017
23-06-2017, 2017   »   National Championships Lithuania U23 - ITT (NC),Kasparas_Punkrys,6,Staki_Technorama_2017
23-06-2017, 2017   »   National Championships Greece - ITT (NC),nbcoureurs,34,all
23-06-2017, 2017   »   National Championships Greece - ITT (NC),Polychronis_Tzortzakis,1,RTS_-_Monton_Racing__2017
23-06-2017, 2017   »   National Championships Greece - ITT (NC),Charalampos_Kastrantas,2,Dare_Viator_Partizan-2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),nbcoureurs,23,all
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Gianni_Moscon,1,Team_Sky_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Fabio_Felline,2,Trek_Segafredo_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Manuel_Quinziato,3,BMC_Racing_Team_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Dario_Cataldo,4,Astana_Pro_Team_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Mattia_Cattaneo,5,Androni_Giocattoli_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Paolo_Toto,6,Sangemini-MGKvis_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Jacopo_Mosca,7,Wilier_Triestina_Selle_Italia_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Mirko_Trosino,8,Wilier_Triestina_Selle_Italia_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Oliviero_Troia,9,UAE_Team_Emirates_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Daniel_Oss,10,BMC_Racing_Team_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Liam_Bertazzo,11,Wilier_Triestina_Selle_Italia_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Filippo_Ganna,12,UAE_Team_Emirates_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Mattia_Frapporti,13,Androni_Giocattoli_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Alan_Marangoni,14,Nippo_Vini_Fantini_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Manuele_Boaro,15,Bahrain_Merida_Pro_Cycling_Team_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Michele_Scartezzini,16,Sangemini-MGKvis_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Simone_Velasco,17,Bardiani_CSF_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Marco_Frapporti,18,Androni_Giocattoli_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Alessandro_Tonelli,19,Bardiani_CSF_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Luca_Wackermann,20,Bardiani_CSF_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Davide_Ballerini,21,Androni_Giocattoli_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Riccardo_Stacchiotti,22,Nippo_Vini_Fantini_2017
23-06-2017, 2017   »   National Championships Italy - ITT (NC),Simone_Sterbini,23,Bardiani_CSF_2017
22-06-2017, 2017   »   National Championships Switzerland U23 - ITT (NC),nbcoureurs,26,all
23-06-2017, 2017   »   National Championships Czech Republic - ITT (NC),nbcoureurs,42,all
23-06-2017, 2017   »   National Championships Czech Republic - ITT (NC),Jan_Barta,1,Bora_Hansgrohe_2017
23-06-2017, 2017   »   National Championships Czech Republic - ITT (NC),Petr_Vakoc,2,Quick_Step_Floors_2017
23-06-2017, 2017   »   National Championships Czech Republic - ITT (NC),Josef_Cerny,3,Elkov_Author_Cycling_Team_2017
23-06-2017, 2017   »   National Championships Czech Republic - ITT (NC),Michael_Kukrle,4,Elkov_Author_Cycling_Team_2017
23-06-2017, 2017   »   National Championships Czech Republic - ITT (NC),Adam_Toupalik,7,Beobank_Corendon_2017
23-06-2017, 2017   »   National Championships Czech Republic - ITT (NC),Tomas_Buchacek,8,Elkov_Author_Cycling_Team_2017
23-06-2017, 2017   »   National Championships Czech Republic - ITT (NC),Pavel_Camrda,11,Elkov_Author_Cycling_Team_2017
23-06-2017, 2017   »   National Championships Czech Republic - ITT (NC),Alois_Kankovsky,13,Elkov_Author_Cycling_Team_2017
23-06-2017, 2017   »   National Championships Czech Republic - ITT (NC),Jiri_Sorm,15,Elkov_Author_Cycling_Team_2017
23-06-2017, 2017   »   National Championships Czech Republic - ITT (NC),Vojtech_Hacecky,18,Elkov_Author_Cycling_Team_2017
23-06-2017, 2017   »   National Championships Czech Republic - ITT (NC),Jakub_Otruba,20,SKC_Tufo_Prostejov_2017
